Response ID,Status,Department,Director,Manager,Supervisor,Staff,Question,Response
4821,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4822,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4823,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4824,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4825,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4826,Complete,Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4827,Complete,Juvenile Court,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4828,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4829,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4830,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4831,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",1
4832,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4833,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4834,Complete,Clerk of Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4835,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4836,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4837,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4838,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4839,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4840,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4
4841,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4842,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4843,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4844,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4845,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4846,Complete,Human Services,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2
4847,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4848,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4849,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4850,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4851,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4852,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4853,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4854,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4855,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4856,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4857,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4858,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4859,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4860,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4861,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4862,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4863,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4864,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4865,Complete,Exec Office & Directors,1,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4866,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4867,Complete,Family Justice Center,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4868,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4869,Complete,Family Justice Center,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4870,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4871,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4872,Complete,Facilities Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4873,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4874,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4875,Complete,Parks and Recreation,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3
4876,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4877,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4878,Complete,Economic Development,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4879,Complete,Communications Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4880,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4881,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4882,Complete,Human Services,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4883,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4884,Complete,Human Services,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4885,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4886,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4887,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4888,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4889,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4890,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4891,Complete,Parks and Recreation,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4892,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4893,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4894,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4895,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4896,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4897,Complete,Finance and Performance Management,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4898,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4899,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4900,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4901,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4902,Complete,Facilities Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4903,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4904,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4905,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4906,Complete,Communications Office,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4907,Complete,Exec Office & Directors,1,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4908,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4909,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4910,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
